name,last_season,Nationality,date_of_birth,Position,Market Value,League,,,,,,
Viktor Kovalenko,2022,Ukraine,14/2/1996,Midfield,1500000,IT1,,,,,,
Adama Traoré,2022,Spain,25/1/1996,Attack,10000000,GB1,,,,,,
Ibrahima Mbaye,2022,Senegal,19/11/1994,Defender,450000,IT1,,,,,,
Kiki Kouyaté,2022,Mali,15/4/1997,Defender,5000000,FR1,,,,,,
Diamantis Chouchoumis,2022,Greece,17/7/1994,Defender,350000,GR1,,,,,,
Zack Steffen,2022,United States,2/4/1995,Goalkeeper,3500000,GB1,,,,,,
Julian Pollersbeck,2022,Germany,16/8/1994,Goalkeeper,500000,FR1,,,,,,
Danny Bejarano,2022,Bolivia,3/1/1994,Midfield,350000,GR1,,,,,,
Luiz Phellype,2022,Brazil,27/9/1993,Attack,1200000,GR1,,,,,,
Jairo Riedewald,2022,Netherlands,9/9/1996,Midfield,3000000,GB1,,,,,,
Daniel Podence,2022,Portugal,21/10/1995,Attack,20000000,GB1,,,,,,
Komnen Andric,2022,Serbia,1/7/1995,Attack,1800000,FR1,,,,,,
Daniel Iversen,2022,Denmark,19/7/1997,Goalkeeper,5000000,GB1,,,,,,
Vitaly Janelt,2022,Germany,10/5/1998,Midfield,20000000,GB1,,,,,,
Hans Hateboer,2022,Netherlands,9/1/1994,Defender,6000000,IT1,,,,,,
David Brooks,2022,Wales,8/7/1997,Attack,12000000,GB1,,,,,,
Rominigue Kouamé,2022,Mali,17/12/1996,Midfield,4500000,FR1,,,,,,
Iñaki Peña,2022,Spain,2/3/1999,Goalkeeper,4000000,ES1,,,,,,
Mohamed Fares,2022,Algeria,15/2/1996,Midfield,2000000,IT1,,,,,,
Josip Brekalo,2022,Croatia,23/6/1998,Attack,5000000,IT1,,,,,,
Kelechi Iheanacho,2022,Nigeria,3/10/1996,Attack,18000000,GB1,,,,,,
Pol Lirola,2022,Spain,13/8/1997,Defender,2000000,ES1,,,,,,
Luca de la Torre,2022,United States,23/5/1998,Midfield,3000000,ES1,,,,,,
Mathias Jensen,2022,Denmark,1/1/1996,Midfield,22000000,GB1,,,,,,
Toni Lato,2022,Spain,21/11/1997,Defender,2500000,ES1,,,,,,
Tammy Abraham,2022,England,2/10/1997,Attack,40000000,IT1,,,,,,
Bruce Kamau,2022,,28/3/1995,Attack,300000,GR1,,,,,,
Thibault De Smet,2022,Belgium,5/6/1998,Defender,3000000,FR1,,,,,,
Kyle Walker-Peters,2022,England,13/4/1997,Defender,25000000,GB1,,,,,,
Hamza Choudhury,2022,England,1/10/1997,Midfield,5000000,GB1,,,,,,
Ben Godfrey,2022,,15/1/1998,Defender,13000000,GB1,,,,,,
Jean-Kévin Duverne,2022,France,12/7/1997,Defender,4000000,FR1,,,,,,
Andreas Bruus,2022,Denmark,16/1/1999,Defender,2000000,FR1,,,,,,
Junya Ito,2022,Japan,9/3/1993,Attack,10000000,FR1,,,,,,
Antonee Robinson,2022,United States,8/8/1997,Defender,15000000,GB1,,,,,,
Martin Erlic,2022,Croatia,24/1/1998,Defender,5000000,IT1,,,,,,
Eldor Shomurodov,2022,Uzbekistan,29/6/1995,Attack,6000000,IT1,,,,,,
Bradley Mazikou,2022,Congo,2/6/1996,Defender,1200000,GR1,,,,,,
Sven Botman,2022,Netherlands,12/1/2000,Defender,45000000,GB1,,,,,,
Moise Kean,2022,,28/2/2000,Attack,18000000,IT1,,,,,,
In-beom Hwang,2022,"Korea, South",20/9/1996,Midfield,4500000,GR1,,,,,,
Antonis Stergiakis,2022,Greece,16/3/1999,Goalkeeper,300000,GR1,,,,,,
Igor,2022,Brazil,7/2/1998,Defender,10000000,IT1,,,,,,
Iker Bilbao,2022,,20/3/1996,Midfield,450000,GR1,,,,,,
Federico Ravaglia,2022,Italy,11/11/1999,Goalkeeper,450000,IT1,,,,,,
Juan Iglesias,2022,Spain,3/7/1998,Defender,3500000,ES1,,,,,,
Angel Gomes,2022,England,31/8/2000,Midfield,16000000,FR1,,,,,,
Mitchell van Bergen,2022,Netherlands,27/8/1999,Attack,1200000,FR1,,,,,,
Davide Frattesi,2022,Italy,22/9/1999,Midfield,25000000,IT1,,,,,,
Edgar González,2022,Spain,1/4/1997,Defender,9000000,ES1,,,,,,
Tommaso Cassandro,2022,Italy,9/1/2000,Defender,900000,IT1,,,,,,
Omar Richards,2022,England,15/2/1998,Defender,5000000,GB1,,,,,,
Paul Akouokou,2022,Cote d'Ivoire,20/12/1997,Midfield,3500000,ES1,,,,,,
Hans Nicolussi Caviglia,2022,Italy,18/6/2000,Midfield,2000000,IT1,,,,,,
Ola Solbakken,2022,Norway,7/9/1998,Attack,3500000,IT1,,,,,,
Mateo García,2022,Argentina,10/9/1996,Attack,1800000,GR1,,,,,,
Iddrisu Baba,2022,Ghana,22/1/1996,Midfield,3000000,ES1,,,,,,
Louie Moulden,2022,England,6/1/2002,Goalkeeper,200000,GB1,,,,,,
Douglas Luiz,2022,Brazil,9/5/1998,Midfield,40000000,GB1,,,,,,
Federico Brancolini,2022,,14/7/2001,Goalkeeper,200000,IT1,,,,,,
Matteo Lovato,2022,Italy,14/2/2000,Defender,6000000,IT1,,,,,,
Halil Dervisoglu,2022,Turkey,8/12/1999,Attack,2000000,GB1,,,,,,
Asier Benito,2022,Spain,11/2/1995,Attack,250000,GR1,,,,,,
Crysencio Summerville,2022,Netherlands,30/10/2001,Attack,15000000,GB1,,,,,,
Renan Lodi,2022,,8/4/1998,Defender,20000000,GB1,,,,,,
Ilyes Chetti,2022,,22/1/1995,Defender,400000,FR1,,,,,,
Eberechi Eze,2022,England,29/6/1998,Midfield,40000000,GB1,,,,,,
Matty Longstaff,2022,,21/3/2000,Midfield,1000000,GB1,,,,,,
Lilian Brassier,2022,France,2/11/1999,Defender,5000000,FR1,,,,,,
Simone Trimboli,2022,Italy,19/4/2002,Midfield,600000,IT1,,,,,,
Anthony Gordon,2022,England,24/2/2001,Attack,35000000,GB1,,,,,,
Dynel Simeu,2022,England,13/3/2002,Defender,800000,GB1,,,,,,
Kyle John,2022,England,13/2/2001,Defender,150000,GB1,,,,,,
Largie Ramazani,2022,,27/2/2001,Attack,6000000,ES1,,,,,,
Vasilios Soulis,2022,Greece,7/12/1994,Goalkeeper,175000,GR1,,,,,,
Roger Ibañez,2022,Brazil,23/11/1998,Defender,30000000,IT1,,,,,,
Tommaso Pobega,2022,,15/7/1999,Midfield,14000000,IT1,,,,,,
Efthymios Christopoulos,2022,Greece,20/9/2000,Attack,250000,GR1,,,,,,
Luis Díaz,2022,Colombia,13/1/1997,Attack,75000000,GB1,,,,,,
Bogdan Stamenkovic,2022,Serbia,19/1/1998,Attack,250000,GR1,,,,,,
Oier Zarraga,2022,,4/1/1999,Midfield,3000000,ES1,,,,,,
Bandiougou Fadiga,2022,France,15/1/2001,Midfield,700000,GR1,,,,,,
Haissem Hassan,2022,France,8/2/2002,Attack,1500000,ES1,,,,,,
Ziga Laci,2022,Slovenia,20/7/2002,Defender,200000,GR1,,,,,,
Andrea Bozzolan,2022,,23/2/2004,Defender,125000,IT1,,,,,,
Diego Hormigo,2022,Spain,16/4/2003,Defender,100000,ES1,,,,,,
Ismahila Ouédraogo,2022,Burkina Faso,5/11/1999,Midfield,300000,GR1,,,,,,
Mamadou Fall,2022,Senegal,21/11/2002,Defender,2800000,ES1,,,,,,
Athanasios Triantafyllou,2022,,22/7/2003,Defender,100000,GR1,,,,,,
Dani Parejo,2022,Spain,16/4/1989,Midfield,6000000,ES1,,,,,,
Olivier Giroud,2022,France,30/9/1986,Attack,4000000,IT1,,,,,,
Matic Kotnik,2022,Slovenia,23/7/1990,Goalkeeper,150000,GR1,,,,,,
Cristian Battocchio,2022,Italy,10/2/1992,Midfield,350000,GR1,,,,,,
Anthony Knockaert,2022,France,20/11/1991,Attack,900000,GR1,,,,,,
Nikolaos Ioannidis,2022,Greece,26/4/1994,Attack,300000,GR1,,,,,,
Ander Capa,2022,Spain,8/2/1992,Defender,1800000,ES1,,,,,,
Damian Szymanski,2022,,16/6/1995,Midfield,2500000,GR1,,,,,,
Cyrille Bayala,2022,Burkina Faso,24/5/1996,Attack,900000,FR1,,,,,,
Youssouf Koné,2022,,5/7/1995,Defender,1500000,FR1,,,,,,
Pervis Estupiñán,2022,Ecuador,21/1/1998,Defender,32000000,GB1,,,,,,
Rafa Mir,2022,Spain,18/6/1997,Attack,10000000,ES1,,,,,,
Pau Torres,2022,,16/1/1997,Defender,45000000,ES1,,,,,,
Billy Gilmour,2022,Scotland,11/6/2001,Midfield,12000000,GB1,,,,,,
Ander Iru,2022,Spain,22/8/1998,Goalkeeper,100000,ES1,,,,,,
Tariq Lamptey,2022,,30/9/2000,Defender,12000000,GB1,,,,,,
Kaoru Mitoma,2022,Japan,20/5/1997,Attack,32000000,GB1,,,,,,
Christos Giousis,2022,Greece,8/2/1999,Attack,500000,GR1,,,,,,
Davide Marfella,2022,Italy,15/9/1999,Goalkeeper,50000,IT1,,,,,,
Mostafa Mohamed,2022,Egypt,28/11/1997,Attack,6000000,FR1,,,,,,
Khvicha Kvaratskhelia,2022,Georgia,12/2/2001,Attack,85000000,IT1,,,,,,
Lohann Doucet,2022,France,14/9/2002,Midfield,700000,FR1,,,,,,
Pierre-Emile Höjbjerg,2022,Denmark,5/8/1995,Midfield,45000000,GB1,,,,,,
Rémy Descamps,2022,France,25/6/1996,Goalkeeper,700000,FR1,,,,,,
Giovanni Simeone,2022,Argentina,5/7/1995,Attack,15000000,IT1,,,,,,
Rodrigo Bentancur,2022,,25/6/1997,Midfield,40000000,GB1,,,,,,
Victor Osimhen,2022,Nigeria,29/12/1998,Attack,120000000,IT1,,,,,,
Alessio Zerbin,2022,Italy,3/3/1999,Attack,4000000,IT1,,,,,,
Lewis Brunt,2022,England,6/11/2000,Midfield,100000,GB1,,,,,,
Sergio Arribas,2022,Spain,30/9/2001,Midfield,5000000,ES1,,,,,,
Chris Ramos,2022,,18/1/1997,Attack,1500000,ES1,,,,,,
Mohammed Salisu,2022,Ghana,17/4/1999,Defender,18000000,GB1,,,,,,
Victor Kristiansen,2022,Denmark,16/12/2002,Defender,12000000,GB1,,,,,,
Achraf Dari,2022,,6/5/1999,Defender,2000000,FR1,,,,,,
Luke Plange,2022,England,4/11/2002,Attack,1000000,GB1,,,,,,
Fin Stevens,2022,Wales,10/4/2003,Defender,300000,GB1,,,,,,
Antony,2022,Brazil,24/2/2000,Attack,60000000,GB1,,,,,,
Miguel Ángel Morro,2022,Spain,11/9/2000,Goalkeeper,600000,ES1,,,,,,
Christian Acella,2022,Italy,7/7/2002,Midfield,150000,IT1,,,,,,
Matteo Ruggeri,2022,Italy,11/7/2002,Defender,4000000,IT1,,,,,,
Jesús Vázquez,2022,Spain,2/1/2003,Defender,3000000,ES1,,,,,,
Gerasimos Bakadimas,2022,Greece,6/6/2000,Defender,150000,GR1,,,,,,
Toni Fuidias,2022,,15/4/2001,Goalkeeper,300000,ES1,,,,,,
Frixos Grivas,2022,Greece,23/9/2000,Attack,250000,GR1,,,,,,
Teddy Bartouche,2022,France,5/6/1997,Goalkeeper,150000,FR1,,,,,,
Alberto Quintana,2022,Spain,5/10/2001,Midfield,100000,ES1,,,,,,
Giacomo Faticanti,2022,Italy,31/7/2004,Midfield,800000,IT1,,,,,,
Lucas Lavallée,2022,France,18/2/2003,Goalkeeper,300000,FR1,,,,,,
Brooklyn Genesini,2022,England,12/12/2001,Defender,50000,GB1,,,,,,
Quique Fernández,2022,,16/9/2003,Midfield,150000,ES1,,,,,,
Daniele Montevago,2022,Italy,18/3/2003,Attack,800000,IT1,,,,,,
Freddie Potts,2022,England,12/9/2003,Midfield,250000,GB1,,,,,,
Ilias Akhomach,2022,Spain,16/4/2004,Attack,3000000,ES1,,,,,,
Bagus Kahfi,2022,Indonesia,16/1/2002,Attack,50000,GR1,,,,,,
Endri Muhameti,2022,Albania,12/7/2004,Midfield,150000,IT1,,,,,,
Franco Carboni,2022,Argentina,4/4/2003,Defender,1000000,IT1,,,,,,
Tristan Crama,2022,France,8/11/2001,Defender,100000,GB1,,,,,,
Yacine Gaya,2022,Algeria,15/11/2004,Defender,50000,FR1,,,,,,
Vinícius Tobias,2022,Brazil,23/2/2004,Defender,3000000,ES1,,,,,,
Abdallah Sima,2022,Senegal,17/6/2001,Attack,6000000,FR1,,,,,,
Stanley Mills,2022,England,25/10/2003,Attack,150000,GB1,,,,,,
Julius Beck,2022,,27/4/2005,Midfield,250000,IT1,,,,,,
Ibrahima Baldé,2022,France,17/1/2003,Attack,400000,FR1,,,,,,
Ryan Finnigan,2022,,23/9/2003,Midfield,250000,GB1,,,,,,
Matteo Colombo,2022,Italy,9/3/2004,Midfield,125000,IT1,,,,,,
Gian Marco Fantoni,2022,Italy,24/1/2004,Goalkeeper,50000,IT1,,,,,,
Lorenzo Ignacchiti,2022,Italy,25/4/2004,Midfield,250000,IT1,,,,,,
Jack Wells-Morrison,2022,England,18/2/2004,Midfield,300000,GB1,,,,,,
Owen Goodman,2022,England,27/11/2003,Goalkeeper,150000,GB1,,,,,,
Andrea Sorrentino,2022,Italy,21/10/2004,Goalkeeper,25000,IT1,,,,,,
Ayoub Amraoui,2022,Morocco,14/5/2004,Defender,2500000,FR1,,,,,,
Dom Ballard,2022,England,1/4/2005,Attack,300000,GB1,,,,,,
Ryan Trevitt,2022,England,12/3/2003,Midfield,100000,GB1,,,,,,
Nordine Kandil,2022,Morocco,31/10/2001,Midfield,400000,FR1,,,,,,
Álvaro Rodríguez,2022,,14/7/2004,Attack,6000000,ES1,,,,,,
Salvatore Sirigu,2022,Italy,12/1/1987,Goalkeeper,500000,IT1,,,,,,
Toni Kroos,2022,,4/1/1990,Midfield,15000000,ES1,,,,,,
Diego Biseswar,2022,Suriname,8/3/1988,Midfield,300000,GR1,,,,,,
Radamel Falcao,2022,Colombia,10/2/1986,Attack,2000000,ES1,,,,,,
Alexis Sánchez,2022,Chile,19/12/1988,Attack,4000000,FR1,,,,,,
Wojciech Szczesny,2022,Poland,18/4/1990,Goalkeeper,10000000,IT1,,,,,,
Rui Patrício,2022,Portugal,15/2/1988,Goalkeeper,5000000,IT1,,,,,,
Ilkay Gündogan,2022,Germany,24/10/1990,Midfield,20000000,GB1,,,,,,
Nikolaos Karelis,2022,Greece,24/2/1992,Attack,800000,GR1,,,,,,
Luka Milivojevic,2022,Serbia,7/4/1991,Midfield,2000000,GB1,,,,,,
Taison,2022,Brazil,13/1/1988,Attack,1000000,GR1,,,,,,
Damián Suárez,2022,Uruguay,27/4/1988,Defender,1000000,ES1,,,,,,
Alexandros Paschalakis,2022,Greece,28/7/1989,Goalkeeper,1000000,GR1,,,,,,
Kyle Walker,2022,England,28/5/1990,Defender,13000000,GB1,,,,,,
Ciaran Clark,2022,Ireland,26/9/1989,Defender,600000,GB1,,,,,,
Quentin Bernard,2022,France,7/7/1989,Defender,350000,FR1,,,,,,
Portu,2022,Spain,21/5/1992,Attack,3500000,ES1,,,,,,
Michail Antonio,2022,Jamaica,28/3/1990,Attack,7000000,GB1,,,,,,
Stefan de Vrij,2022,Netherlands,5/2/1992,Defender,8000000,IT1,,,,,,
Lorenzo Tonelli,2022,Italy,17/1/1990,Defender,500000,IT1,,,,,,
Michael Keane,2022,,11/1/1993,Defender,10000000,GB1,,,,,,
Antoine Griezmann,2022,France,21/3/1991,Attack,25000000,ES1,,,,,,
Juankar,2022,Spain,30/3/1990,Defender,900000,GR1,,,,,,
Abdoulaye Doucouré,2022,Mali,1/1/1993,Midfield,12000000,GB1,,,,,,
Matz Sels,2022,Belgium,26/2/1992,Goalkeeper,7000000,FR1,,,,,,
Alessandro Berardi,2022,Italy,16/1/1991,Goalkeeper,50000,IT1,,,,,,
Jack Butland,2022,England,10/3/1993,Goalkeeper,1500000,GB1,,,,,,
Nicolás Tagliafico,2022,Argentina,31/8/1992,Defender,9000000,FR1,,,,,,
Rodrigo,2022,Spain,6/3/1991,Attack,6000000,GB1,,,,,,
Sergio León,2022,Spain,6/1/1989,Attack,2000000,ES1,,,,,,
Saúl Ñíguez,2022,Spain,21/11/1994,Midfield,10000000,ES1,,,,,,
Adrien Tamèze,2022,,4/2/1994,Midfield,6000000,IT1,,,,,,
Leander Dendoncker,2022,Belgium,15/4/1995,Midfield,15000000,GB1,,,,,,
Nicola Murru,2022,Italy,16/12/1994,Defender,1000000,IT1,,,,,,
Rémy Dugimont,2022,France,1/7/1986,Attack,100000,FR1,,,,,,
Omar Colley,2022,,24/10/1992,Defender,3000000,IT1,,,,,,
Jonathan Clauss,2022,France,25/9/1992,Defender,14000000,FR1,,,,,,
João Cancelo,2022,Portugal,27/5/1994,Defender,50000000,GB1,,,,,,
Danilo Cataldi,2022,Italy,6/8/1994,Midfield,10000000,IT1,,,,,,
N'Golo Kanté,2022,,29/3/1991,Midfield,15000000,GB1,,,,,,
José Mari,2022,Spain,6/12/1987,Midfield,400000,ES1,,,,,,
Jaime Mata,2022,Spain,24/10/1988,Attack,1200000,ES1,,,,,,
Franck Honorat,2022,,11/8/1996,Attack,10000000,FR1,,,,,,
Ondrej Duda,2022,,5/12/1994,Midfield,3400000,IT1,,,,,,
Axel Werner,2022,Argentina,28/2/1996,Goalkeeper,800000,ES1,,,,,,
Sotiris Tsiloulis,2022,Greece,14/2/1995,Attack,350000,GR1,,,,,,
Jaime Báez,2022,Uruguay,25/4/1995,Attack,1200000,IT1,,,,,,
Przemyslaw Frankowski,2022,Poland,12/4/1995,Midfield,9000000,FR1,,,,,,
Federico Bonazzoli,2022,Italy,21/5/1997,Attack,4000000,IT1,,,,,,
Xavier,2022,Portugal,6/7/1992,Attack,200000,GR1,,,,,,
Rubén Alcaraz,2022,Spain,1/5/1991,Midfield,2000000,ES1,,,,,,
Dorin Rotariu,2022,Romania,29/7/1995,Attack,500000,GR1,,,,,,
Enes Ünal,2022,Turkey,10/5/1997,Attack,25000000,ES1,,,,,,
Ivan Toney,2022,England,16/3/1996,Attack,35000000,GB1,,,,,,
Christos Tasoulis,2022,,3/5/1991,Defender,200000,GR1,,,,,,
João Carvalho,2022,Portugal,9/3/1997,Midfield,1800000,GR1,,,,,,
Tosin Adarabioyo,2022,England,24/9/1997,Defender,16000000,GB1,,,,,,
Cristian Ganea,2022,,24/5/1992,Defender,600000,GR1,,,,,,
Aleksandr Golovin,2022,Russia,30/5/1996,Midfield,28000000,FR1,,,,,,
Ángel Correa,2022,Argentina,9/3/1995,Attack,30000000,ES1,,,,,,
Samuel Gigot,2022,,12/10/1993,Defender,10000000,FR1,,,,,,
Sebastiano Luperto,2022,Italy,6/9/1996,Defender,3000000,IT1,,,,,,
Iván Alejo,2022,,10/2/1995,Attack,1200000,ES1,,,,,,
Ignacio Pussetto,2022,Argentina,21/12/1995,Attack,2500000,IT1,,,,,,
Marc Cucurella,2022,Spain,22/7/1998,Defender,35000000,GB1,,,,,,
Donny van de Beek,2022,Netherlands,18/4/1997,Midfield,13000000,GB1,,,,,,
Claudiu Balan,2022,Romania,22/6/1994,Attack,500000,GR1,,,,,,
Maxime López,2022,France,4/12/1997,Midfield,15000000,IT1,,,,,,
Demarai Gray,2022,Jamaica,28/6/1996,Attack,20000000,GB1,,,,,,
Ezequiel Ponce,2022,Argentina,29/3/1997,Attack,2500000,ES1,,,,,,
Sito,2022,Spain,18/11/1996,Attack,450000,GR1,,,,,,
Marvelous Nakamba,2022,,19/1/1994,Midfield,4000000,GB1,,,,,,
Frenkie de Jong,2022,Netherlands,12/5/1997,Midfield,75000000,ES1,,,,,,
Akim Zedadka,2022,Algeria,30/5/1995,Defender,2500000,FR1,,,,,,
Tyler Adams,2022,United States,14/2/1999,Midfield,18000000,GB1,,,,,,
Bingourou Kamara,2022,Senegal,21/10/1996,Goalkeeper,800000,FR1,,,,,,
Denis Zakaria,2022,Switzerland,20/11/1996,Midfield,18000000,IT1,,,,,,
Toma Basic,2022,,25/11/1996,Midfield,6000000,IT1,,,,,,
Mouhamadou Sarr,2022,Senegal,5/1/1997,Goalkeeper,400000,IT1,,,,,,
Ilias Chatzitheodoridis,2022,Greece,5/11/1997,Defender,350000,GR1,,,,,,
Fran García,2022,Spain,14/8/1999,Defender,12000000,ES1,,,,,,
Axel Tuanzebe,2022,England,14/11/1997,Defender,4500000,GB1,,,,,,
Mouctar Diakhaby,2022,Guinea,19/12/1996,Defender,6000000,ES1,,,,,,
Sergio Akieme,2022,Spain,16/12/1997,Defender,7500000,ES1,,,,,,
Giannis Bouzoukis,2022,Greece,27/3/1998,Midfield,450000,GR1,,,,,,
Faitout Maouassa,2022,France,6/7/1998,Defender,6000000,FR1,,,,,,
Joseph Aidoo,2022,Ghana,29/9/1995,Defender,8000000,ES1,,,,,,
Konstantinos Doumtsios,2022,Greece,20/9/1997,Attack,350000,GR1,,,,,,
Gabriel Gudmundsson,2022,Sweden,29/4/1999,Defender,4500000,FR1,,,,,,
Thierry Correia,2022,,9/3/1999,Defender,8000000,ES1,,,,,,
Theofanis Mavrommatis,2022,,16/1/1997,Defender,400000,GR1,,,,,,
Lucas Martínez Quarta,2022,Argentina,10/5/1996,Defender,10000000,IT1,,,,,,
Ismail Jakobs,2022,Senegal,17/8/1999,Defender,6000000,FR1,,,,,,
André Almeida,2022,Portugal,30/5/2000,Midfield,20000000,ES1,,,,,,
Gerzino Nyamsi,2022,France,22/1/1997,Defender,5000000,FR1,,,,,,
Samuel Yohou,2022,France,6/8/1991,Defender,250000,GR1,,,,,,
Gianluca Frabotta,2022,Italy,24/6/1999,Defender,1400000,IT1,,,,,,
Yoane Wissa,2022,DR Congo,3/9/1996,Attack,18000000,GB1,,,,,,
Mamady Diarra,2022,Mali,26/6/2000,Attack,300000,ES1,,,,,,
Takefusa Kubo,2022,Japan,4/6/2001,Attack,25000000,ES1,,,,,,
Ademola Lookman,2022,Nigeria,20/10/1997,Attack,30000000,IT1,,,,,,
Ezri Konsa,2022,England,23/10/1997,Defender,25000000,GB1,,,,,,
George Hirst,2022,England,15/2/1999,Attack,800000,GB1,,,,,,
Muhammed Cham,2022,Austria,26/9/2000,Midfield,6000000,FR1,,,,,,
Morgan Gibbs-White,2022,England,27/1/2000,Midfield,40000000,GB1,,,,,,
Nathan Trott,2022,England,21/11/1998,Goalkeeper,400000,GB1,,,,,,
Gabriel Magalhães,2022,Brazil,19/12/1997,Defender,55000000,GB1,,,,,,
Will Smallbone,2022,Ireland,21/2/2000,Midfield,3500000,GB1,,,,,,
Enea Mihaj,2022,Albania,5/7/1998,Defender,1500000,GR1,,,,,,
Alejandro Catena,2022,,28/10/1994,Defender,8000000,ES1,,,,,,
Nicolò Cambiaghi,2022,Italy,28/12/2000,Attack,8000000,IT1,,,,,,
Marco Carnesecchi,2022,Italy,1/7/2000,Goalkeeper,13000000,IT1,,,,,,
Apostolos Diamantis,2022,Greece,20/5/2000,Defender,700000,GR1,,,,,,
Dorian Ciezkowski,2022,Poland,22/3/2001,Goalkeeper,100000,IT1,,,,,,
Alfie McCalmont,2022,Northern Ireland,25/3/2000,Midfield,150000,GB1,,,,,,
Hugo Magnetti,2022,France,30/5/1998,Midfield,2000000,FR1,,,,,,
Musa Barrow,2022,The Gambia,14/11/1998,Attack,11000000,IT1,,,,,,
Mamadou Kané,2022,Guinea,22/1/1997,Midfield,1000000,GR1,,,,,,
Krépin Diatta,2022,Senegal,25/2/1999,Attack,15000000,FR1,,,,,,
Emil Konradsen Ceide,2022,Norway,3/9/2001,Attack,2500000,IT1,,,,,,
José Copete,2022,Spain,10/10/1999,Defender,3500000,ES1,,,,,,
Taty Castellanos,2022,Argentina,3/10/1998,Attack,15000000,ES1,,,,,,
Christos Talichmanidis,2022,Greece,16/3/2001,Goalkeeper,200000,GR1,,,,,,
Demba Seck,2022,Senegal,10/2/2001,Attack,2700000,IT1,,,,,,
Randy Nteka,2022,France,6/12/1997,Midfield,1800000,ES1,,,,,,
Dan Chesters,2022,England,4/4/2002,Midfield,250000,GB1,,,,,,
Adil Aouchiche,2022,,15/7/2002,Midfield,2200000,FR1,,,,,,
Youssouf Fofana,2022,France,10/1/1999,Midfield,25000000,FR1,,,,,,
Raúl García,2022,Spain,27/1/2000,Goalkeeper,50000,ES1,,,,,,
Mohamed Bayo,2022,Guinea,4/6/1998,Attack,6000000,FR1,,,,,,
Ilaix Moriba,2022,Guinea,19/1/2003,Midfield,4000000,ES1,,,,,,
Malo Gusto,2022,France,19/5/2003,Defender,25000000,FR1,,,,,,
Fran Pérez,2022,Spain,9/9/2002,Attack,500000,ES1,,,,,,
Béni Makouana,2022,Congo,28/9/2002,Attack,600000,FR1,,,,,,
Urko González,2022,Spain,20/3/2001,Defender,700000,ES1,,,,,,
Filippo Tripi,2022,Italy,6/1/2002,Midfield,300000,IT1,,,,,,
Ángel Algobia,2022,Spain,23/6/1999,Midfield,1500000,ES1,,,,,,
Shola Shoretire,2022,England,2/2/2004,Attack,4000000,GB1,,,,,,
Enis Cokaj,2022,Albania,23/2/1999,Midfield,1200000,GR1,,,,,,
John-Kymani Gordon,2022,England,13/2/2003,Attack,100000,GB1,,,,,,
Mattia Motolese,2022,Italy,13/4/2004,Defender,125000,IT1,,,,,,
Darko Gyabi,2022,England,18/2/2004,Midfield,3000000,GB1,,,,,,
Joaquín Blázquez,2022,Argentina,28/1/2001,Goalkeeper,400000,FR1,,,,,,
Christos Marmaridis,2022,Greece,25/5/2002,Defender,100000,GR1,,,,,,
Afeez Nosiru,2022,Nigeria,1/3/1998,Midfield,150000,GR1,,,,,,
Théo De Percin,2022,Martinique,2/2/2001,Goalkeeper,150000,FR1,,,,,,
Álvaro Aceves,2022,Spain,26/7/2003,Goalkeeper,200000,ES1,,,,,,
Fran Delgado,2022,Spain,11/7/2001,Defender,350000,ES1,,,,,,
Andreas Ndoj,2022,Albania,2/2/2003,Defender,2000000,GR1,,,,,,
Abde Ezzalzouli,2022,Morocco,17/12/2001,Attack,15000000,ES1,,,,,,
Georgios Sideras,2022,Greece,30/5/2002,Defender,250000,GR1,,,,,,
Kévin Danois,2022,,28/6/2004,Midfield,100000,FR1,,,,,,
Maghnes Akliouche,2022,France,25/2/2002,Midfield,6000000,FR1,,,,,,
Amin Sarr,2022,Sweden,11/3/2001,Attack,8000000,FR1,,,,,,
Nacho Quintana,2022,Spain,23/2/2001,Midfield,200000,ES1,,,,,,
Enzo Gaggi,2022,Argentina,14/1/1998,Midfield,350000,GR1,,,,,,
Diego Collado,2022,Spain,9/1/2001,Attack,1000000,ES1,,,,,,
Jeremy Sarmiento,2022,,16/6/2002,Midfield,5000000,GB1,,,,,,
Oihan Sancet,2022,,25/4/2000,Midfield,30000000,ES1,,,,,,
Unai Vencedor,2022,Spain,15/11/2000,Midfield,9000000,ES1,,,,,,
Carlo García,2022,Spain,12/2/2001,Midfield,800000,ES1,,,,,,
Gerasimos Mitoglou,2022,Greece,20/10/1999,Defender,1200000,GR1,,,,,,
Panagiotis Avgerinos,2022,Greece,11/4/2003,Goalkeeper,75000,GR1,,,,,,
Junior Bita,2022,Spain,8/6/2005,Midfield,50000,ES1,,,,,,
Antonio Mirante,2022,Italy,8/7/1983,Goalkeeper,100000,IT1,,,,,,
Georgios Tzavellas,2022,Greece,26/11/1987,Defender,400000,GR1,,,,,,
Domagoj Vida,2022,,29/4/1989,Defender,1800000,GR1,,,,,,
Nemanja Gudelj,2022,Serbia,16/11/1991,Midfield,4000000,ES1,,,,,,
Adam Webster,2022,England,4/1/1995,Defender,25000000,GB1,,,,,,
Yeray Álvarez,2022,Spain,24/1/1995,Defender,15000000,ES1,,,,,,
Iñaki Williams,2022,Ghana,15/6/1994,Attack,25000000,ES1,,,,,,
Paolo Fernandes,2022,,9/8/1998,Attack,1200000,GR1,,,,,,
